sample_id,treatment,hpf,parent_1,parent_2,date,n_embryos,n_typical,n_malformed,n_uncertain,prop_typical,prop_malformed,prop_uncertain,n_egg,prop_egg,n_cleavage,prop_cleavage,n_morula,prop_morula,n_prawnchip,prop_prawnchip,n_earlygastrula,prop_earlygastrula,n_earlygastrula_typical,n_earlygastrula_uncertain,n_earlygastrula_malformed,n_egg_typical,n_cleavage_typical,n_morula_typical,n_prawnchip_typical,n_prawnchip_uncertain,n_prawnchip_malformed,n_cleavage_malformed,n_egg_malformed,n_morula_malformed,n_egg_uncertain,n_cleavage_uncertain,n_morula_uncertain,prop_earlygastrula_typical,prop_earlygastrula_uncertain,prop_earlygastrula_malformed,prop_egg_typical,prop_cleavage_typical,prop_morula_typical,prop_prawnchip_typical,prop_prawnchip_uncertain,prop_prawnchip_malformed,prop_cleavage_malformed,prop_egg_malformed,prop_morula_malformed,prop_egg_uncertain,prop_cleavage_uncertain,prop_morula_uncertain,hpf_factor
8H9,high,9,J,G,2024-06-07,23,19,0,4,0.8260869565217391,0,0.17391304347826086,2,0.08695652173913043,0,0,0,0,21,0.9130434782608695,0,0,0,0,0,1,0,0,18,3,0,0,0,0,1,0,0,0,0,0,0.043478260869565216,0,0,0.782608695652174,0.13043478260869565,0,0,0,0,0.043478260869565216,0,0,9
8L14,low,14,J,G,2024-06-07,21,17,4,0,0.8095238095238095,0.19047619047619047,0,0,0,0,0,0,0,0,0,21,1,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8095238095238095,0,0.19047619047619047,0,0,0,0,0,0,0,0,0,0,0,0,14
8L4,low,4,J,G,2024-06-07,30,30,0,0,1,0,0,10,0.3333333333333333,15,0.5,5,0.16666666666666666,0,0,0,0,0,0,0,10,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.5,0.16666666666666666,0,0,0,0,0,0,0,0,0,4
8L9,low,9,J,G,2024-06-07,26,20,2,4,0.7692307692307693,0.07692307692307693,0.15384615384615385,0,0,0,0,1,0.038461538461538464,25,0.9615384615384616,0,0,0,0,0,0,0,1,19,4,2,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464,0.7307692307692307,0.15384615384615385,0.07692307692307693,0,0,0,0,0,0,9
8M14,mid,14,J,G,2024-06-07,26,22,4,0,0.8461538461538461,0.15384615384615385,0,0,0,0,0,0,0,0,0,26,1,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8461538461538461,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,14
8M4,mid,4,J,G,2024-06-07,21,15,6,0,0.7142857142857143,0.2857142857142857,0,2,0.09523809523809523,9,0.42857142857142855,10,0.47619047619047616,0,0,0,0,0,0,0,2,5,8,0,0,0,4,0,2,0,0,0,0,0,0,0.09523809523809523,0.23809523809523808,0.38095238095238093,0,0,0,0.19047619047619047,0,0.09523809523809523,0,0,0,4
8M9,mid,9,J,G,2024-06-07,26,20,3,3,0.7692307692307693,0.11538461538461539,0.11538461538461539,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.7692307692307693,0.11538461538461539,0.11538461538461539,0,0,0,0,0,0,9
9C14,control,14,B,J,2024-06-07,19,17,2,0,0.8947368421052632,0.10526315789473684,0,0,0,0,0,0,0,0,0,19,1,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8947368421052632,0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,14
9C4,control,4,B,J,2024-06-07,22,20,0,2,0.9090909090909091,0,0.09090909090909091,13,0.5909090909090909,6,0.2727272727272727,3,0.13636363636363635,0,0,0,0,0,0,0,11,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0.2727272727272727,0.13636363636363635,0,0,0,0,0,0,0.09090909090909091,0,0,4
9C9,control,9,B,J,2024-06-07,19,15,4,0,0.7894736842105263,0.21052631578947367,0,0,0,1,0.05263157894736842,1,0.05263157894736842,17,0.8947368421052632,0,0,0,0,0,0,1,1,13,0,4,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,0.6842105263157895,0,0.21052631578947367,0,0,0,0,0,0,9
9H14,high,14,B,J,2024-06-07,15,13,0,2,0.8666666666666667,0,0.13333333333333333,0,0,0,0,0,0,1,0.06666666666666667,14,0.9333333333333333,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8666666666666667,0.06666666666666667,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,14
9H4,high,4,B,J,2024-06-07,26,26,0,0,1,0,0,24,0.9230769230769231,2,0.07692307692307693,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9230769230769231,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,4
9H9,high,9,B,J,2024-06-07,21,18,0,3,0.8571428571428571,0,0.14285714285714285,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0.14285714285714285,0,0,0,0,0,0,0,9
9L14,low,14,B,J,2024-06-07,11,11,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
9L4,low,4,B,J,2024-06-07,32,24,6,2,0.75,0.1875,0.0625,10,0.3125,13,0.40625,9,0.28125,0,0,0,0,0,0,0,5,11,8,0,0,0,1,4,1,1,1,0,0,0,0,0.15625,0.34375,0.25,0,0,0,0.03125,0.125,0.03125,0.03125,0.03125,0,4
9L9,low,9,B,J,2024-06-07,16,10,4,2,0.625,0.25,0.125,0,0,0,0,1,0.0625,15,0.9375,0,0,0,0,0,0,0,1,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.5625,0.125,0.25,0,0,0,0,0,0,9
9M14,mid,14,B,J,2024-06-07,25,24,0,1,0.96,0,0.04,0,0,0,0,0,0,0,0,25,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,14
9M4,mid,4,B,J,2024-06-07,21,21,0,0,1,0,0,4,0.19047619047619047,9,0.42857142857142855,8,0.38095238095238093,0,0,0,0,0,0,0,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619047619047,0.42857142857142855,0.38095238095238093,0,0,0,0,0,0,0,0,0,4
9M9,mid,9,B,J,2024-06-07,15,11,2,2,0.7333333333333333,0.13333333333333333,0.13333333333333333,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333,0.13333333333333333,0.13333333333333333,0,0,0,0,0,0,9
